participant	image	question_type	number_of_fixations	saccade_len_m	saccade_len_std	aoi_shift	first_time_on_task	fixation_task_ratio	title_ratio	legend_ratio	axis_ratio	mark_ratio	revisit_freq_title	revisit_freq_legend	revisit_freq_axis	revisit_freq_mark	scanpath_str
46	economist_daily_chart_85	B	101	281.74	267.834	33	34	0.0594	0.4851	0.0	0.2673	0.1287	12	0	11	10	MATTTMAAAAAZAAATTTZTMMZAAZTTTATTTTTTTTATMAAATAAAATTTTTZMTTTTTTTTTTTMTTTZTTTMZZTTTMTTAAZMAAMMZZMATZTAA
46	economist_daily_chart_392	B	101	220.572	188.83	22	28	0.0297	0.495	0.0	0.3069	0.0495	8	0	9	5	MZTZTTAAAAAMTTZTTZTTTZZTTZTTTTTTTTTTTTTTTTTZTAAAMAATTTTTZTAAAAAAAAAZZTAMTAAZMAATTAAAAAATZZTATZTTTTTTT
46	economist_daily_chart_35	C	101	310.452	232.84	33	-1	0.0	0.2178	0.0693	0.1188	0.297	11	5	7	10	MMLTZZZZLLZZZTTMAMZMMMMZZMAAMMMTTTTATAMTMMZZTTTLLZZMAAATTZZZMMZZMZMMMMMMMZTTLTTTZZTLZAAAZMMZTZZZMMAZT
46	economist_daily_chart_165	C	101	299.91	237.375	44	43	0.0198	0.4059	0.1188	0.1683	0.1188	14	9	14	7	MLTLZMMMZMZAZTLZMZMMLTLLMAAMATTTTTZATZAZMAALZZLZAZTTZLLTTAATTTATATTTTTATZTTZMATZTLATLZATTZTTTTTTTTTTT
46	economist_daily_chart_85	C	101	281.74	267.834	33	-1	0.0	0.4851	0.0	0.2673	0.1287	12	0	11	10	MATTTMAAAAAZAAATTTZTMMZAAZTTTATTTTTTTTATMAAATAAAATTTTTZMTTTTTTTTTTTMTTTZTTTMZZTTTMTTAAZMAAMMZZMATZTAA
46	economist_daily_chart_392	C	101	220.572	188.83	22	91	0.0099	0.495	0.0	0.3069	0.0495	8	0	9	5	MZTZTTAAAAAMTTZTTZTTTZZTTZTTTTTTTTTTTTTTTTTZTAAAMAATTTTTZTAAAAAAAAAZZTAMTAAZMAATTAAAAAATZZTATZTTTTTTT
4	economist_daily_chart_35	A	101	358.153	271.839	45	2	0.0297	0.2277	0.0297	0.2277	0.3168	13	3	15	14	MTAAATZZLTAAMMMAALMAMMMMMMMAAAMMMZTZMAZZTAAMMTMMZZTTATTTTTTZMMMTTMZMMMAMATZZAMTTTAZZMZMAZTAZZATTLZZAM
4	economist_daily_chart_165	A	101	230.069	205.046	38	2	0.297	0.4653	0.0792	0.1881	0.0891	14	6	11	7	MMTTTTTTTTTALLAAZTZLLMZTTMZTAATTTTTLZAATZAZZMAMZATTZTTTTTAAAALTTZLTTTMZZTAZZTZZTTTTTTTTATAAAMMTTTLTTZ
4	economist_daily_chart_85	A	101	267.11	228.472	24	5	0.0396	0.4257	0.0	0.2673	0.1881	7	0	10	7	MAAAATMMMAAAAAMMMTTTTTTAAAMZZZZZAMMMMMMMZZZAATTTTTTAAAAAATTTTTTZZMMMTTTAMAATTTTTTTAZZTTTTTTTTTTTTTTAA
4	economist_daily_chart_392	A	101	173.397	173.934	21	3	0.4356	0.5545	0.0	0.198	0.0396	9	0	9	3	MAATZTAAAAAATTAZTTZZTTTTTTZTTZTTAATAATTAAZTTZTTZTTAAZTTZAAZTTMAMMZTTTTTTTTTTTTTTTTTTTTTTTTTTZTZZZZZZZ
4	economist_daily_chart_35	B	101	358.153	271.839	45	53	0.0297	0.2277	0.0297	0.2277	0.3168	13	3	15	14	MTAAATZZLTAAMMMAALMAMMMMMMMAAAMMMZTZMAZZTAAMMTMMZZTTATTTTTTZMMMTTMZMMMAMATZZAMTTTAZZMZMAZTAZZATTLZZAM
4	economist_daily_chart_165	B	101	230.069	205.046	38	8	0.0198	0.4653	0.0792	0.1881	0.0891	14	6	11	7	MMTTTTTTTTTALLAAZTZLLMZTTMZTAATTTTTLZAATZAZZMAMZATTZTTTTTAAAALTTZLTTTMZZTAZZTZZTTTTTTTTATAAAMMTTTLTTZ
4	economist_daily_chart_85	B	101	267.11	228.472	24	10	0.0396	0.4257	0.0	0.2673	0.1881	7	0	10	7	MAAAATMMMAAAAAMMMTTTTTTAAAMZZZZZAMMMMMMMZZZAATTTTTTAAAAAATTTTTTZZMMMTTTAMAATTTTTTTAZZTTTTTTTTTTTTTTAA
4	economist_daily_chart_392	B	101	173.397	173.934	21	39	0.0594	0.5545	0.0	0.198	0.0396	9	0	9	3	MAATZTAAAAAATTAZTTZZTTTTTTZTTZTTAATAATTAAZTTZTTZTTAAZTTZAAZTTMAMMZTTTTTTTTTTTTTTTTTTTTTTTTTTZTZZZZZZZ
4	economist_daily_chart_35	C	101	358.153	271.839	45	-1	0.0	0.2277	0.0297	0.2277	0.3168	13	3	15	14	MTAAATZZLTAAMMMAALMAMMMMMMMAAAMMMZTZMAZZTAAMMTMMZZTTATTTTTTZMMMTTMZMMMAMATZZAMTTTAZZMZMAZTAZZATTLZZAM
4	economist_daily_chart_165	C	101	230.069	205.046	38	13	0.0099	0.4653	0.0792	0.1881	0.0891	14	6	11	7	MMTTTTTTTTTALLAAZTZLLMZTTMZTAATTTTTLZAATZAZZMAMZATTZTTTTTAAAALTTZLTTTMZZTAZZTZZTTTTTTTTATAAAMMTTTLTTZ
4	economist_daily_chart_85	C	101	267.11	228.472	24	-1	0.0	0.4257	0.0	0.2673	0.1881	7	0	10	7	MAAAATMMMAAAAAMMMTTTTTTAAAMZZZZZAMMMMMMMZZZAATTTTTTAAAAAATTTTTTZZMMMTTTAMAATTTTTTTAZZTTTTTTTTTTTTTTAA
4	economist_daily_chart_392	C	101	173.397	173.934	21	-1	0.0	0.5545	0.0	0.198	0.0396	9	0	9	3	MAATZTAAAAAATTAZTTZZTTTTTTZTTZTTAATAATTAAZTTZTTZTTAAZTTZAAZTTMAMMZTTTTTTTTTTTTTTTTTTTTTTTTTTZTZZZZZZZ
11	economist_daily_chart_35	A	101	302.616	243.333	35	21	0.0594	0.1584	0.0297	0.2376	0.3168	6	3	13	13	MMMMMAAAAAMMAMMMMZZLTTTTZZTAAMMMMLTZTAMMMZTAMMMMZAAAMZZZZZLAZZZZZZZZZZMAAMMMMAATMZTTTAAMATTZZTTAMAAMZ
11	economist_daily_chart_165	A	101	237.801	207.451	37	3	0.2178	0.4455	0.0594	0.2871	0.0594	13	5	13	6	MLZTTTAAAAAAMTAZTTMZTTTTTTTZAAAAATTZTTTTTTTTTTTTAZMZZTTLAMTZTATTAATAZAMAZATTTTLLAZTALZAZTTTLTTTAZAAAA
11	economist_daily_chart_85	A	101	296.683	275.582	26	2	0.0099	0.4059	0.0	0.2475	0.1683	5	0	11	10	MZAAMMAMAAAAZZMMMZTTTTTTTTZAMZMMMAZAAZMAAMZZAATTTZTTZAATTZAAAAMZMATTTZMAAATTZTTTTTTTTTTTTTTTTTTZTTTZM
11	economist_daily_chart_392	A	101	259.435	225.756	34	9	0.1782	0.2673	0.0	0.4455	0.0693	11	0	16	7	MAATAZMAAAATZTTZTTTZTTTZZAATZTAAAZTTTAAAATZTTZAZAAAAAATTAATTAMAZZATZATTAAMTZZMAAAAAAMAAZMAZTZAAAZZZAA
11	economist_daily_chart_35	B	101	302.616	243.333	35	9	0.0297	0.1584	0.0297	0.2376	0.3168	6	3	13	13	MMMMMAAAAAMMAMMMMZZLTTTTZZTAAMMMMLTZTAMMMZTAMMMMZAAAMZZZZZLAZZZZZZZZZZMAAMMMMAATMZTTTAAMATTZZTTAMAAMZ
11	economist_daily_chart_165	B	101	237.801	207.451	37	18	0.0297	0.4455	0.0594	0.2871	0.0594	13	5	13	6	MLZTTTAAAAAAMTAZTTMZTTTTTTTZAAAAATTZTTTTTTTTTTTTAZMZZTTLAMTZTATTAATAZAMAZATTTTLLAZTALZAZTTTLTTTAZAAAA
11	economist_daily_chart_85	B	101	296.683	275.582	26	24	0.0198	0.4059	0.0	0.2475	0.1683	5	0	11	10	MZAAMMAMAAAAZZMMMZTTTTTTTTZAMZMMMAZAAZMAAMZZAATTTZTTZAATTZAAAAMZMATTTZMAAATTZTTTTTTTTTTTTTTTTTTZTTTZM
11	economist_daily_chart_392	B	101	259.435	225.756	34	10	0.1089	0.2673	0.0	0.4455	0.0693	11	0	16	7	MAATAZMAAAATZTTZTTTZTTTZZAATZTAAAZTTTAAAATZTTZAZAAAAAATTAATTAMAZZATZATTAAMTZZMAAAAAAMAAZMAZTZAAAZZZAA
11	economist_daily_chart_35	C	101	302.616	243.333	35	-1	0.0	0.1584	0.0297	0.2376	0.3168	6	3	13	13	MMMMMAAAAAMMAMMMMZZLTTTTZZTAAMMMMLTZTAMMMZTAMMMMZAAAMZZZZZLAZZZZZZZZZZMAAMMMMAATMZTTTAAMATTZZTTAMAAMZ
11	economist_daily_chart_165	C	101	237.801	207.451	37	48	0.0297	0.4455	0.0594	0.2871	0.0594	13	5	13	6	MLZTTTAAAAAAMTAZTTMZTTTTTTTZAAAAATTZTTTTTTTTTTTTAZMZZTTLAMTZTATTAATAZAMAZATTTTLLAZTALZAZTTTLTTTAZAAAA
11	economist_daily_chart_85	C	101	296.683	275.582	26	-1	0.0	0.4059	0.0	0.2475	0.1683	5	0	11	10	MZAAMMAMAAAAZZMMMZTTTTTTTTZAMZMMMAZAAZMAAMZZAATTTZTTZAATTZAAAAMZMATTTZMAAATTZTTTTTTTTTTTTTTTTTTZTTTZM
11	economist_daily_chart_392	C	101	259.435	225.756	34	55	0.0099	0.2673	0.0	0.4455	0.0693	11	0	16	7	MAATAZMAAAATZTTZTTTZTTTZZAATZTAAAZTTTAAAATZTTZAZAAAAAATTAATTAMAZZATZATTAAMTZZMAAAAAAMAAZMAZTZAAAZZZAA
33	economist_daily_chart_35	A	101	333.52	239.746	42	4	0.0099	0.0891	0.0396	0.3861	0.3465	7	3	17	15	MMMATAAMZMAMMMMAZTAMMZMTMMMAAAAAAAZMTAMATLZZLTTAAAAAAAAATTLMAZMMZZZZMAAAAMMMMMMAZLMMAAMAMMAAAMMZZAMAA
33	economist_daily_chart_165	A	101	261.986	213.072	49	4	0.2574	0.4158	0.1089	0.2079	0.1287	15	8	17	9	MALATTTAMMMATTTZAZLTTTAZATLAMAMMTTATTAMMAATTATZTTTTTTTMALTAMAZALZZTZTTLLLLTTZZATTLZZTTAAMLTZMZTTTTTTT
33	economist_daily_chart_85	A	101	269.765	230.19	31	21	0.0198	0.2673	0.0	0.4158	0.1188	9	0	14	8	MAATAZZMATTAAMMZTTTTTTTTAMZZMZTAAAAMTTTTTTZTZTAMMZMZAAAAZMZZZZATTAZZMAAAAZTTZAAAAAAATAAAAAAAAATTZAAAA
33	economist_daily_chart_392	A	101	227.326	175.685	34	13	0.1485	0.297	0.0	0.4653	0.0594	13	0	16	5	MTAAAZZZTZAAAATTATTTZAZMMATTAATTTMAAAAAAAAAAAAZATZZTTAAAAAAZTTAZTTZTZTTAATTTZTAMAZTZTAAAATAAAMAZTAZAA
33	economist_daily_chart_35	B	101	333.52	239.746	42	89	0.0099	0.0891	0.0396	0.3861	0.3465	7	3	17	15	MMMATAAMZMAMMMMAZTAMMZMTMMMAAAAAAAZMTAMATLZZLTTAAAAAAAAATTLMAZMMZZZZMAAAAMMMMMMAZLMMAAMAMMAAAMMZZAMAA
33	economist_daily_chart_165	B	101	261.986	213.072	49	78	0.0099	0.4158	0.1089	0.2079	0.1287	15	8	17	9	MALATTTAMMMATTTZAZLTTTAZATLAMAMMTTATTAMMAATTATZTTTTTTTMALTAMAZALZZTZTTLLLLTTZZATTLZZTTAAMLTZMZTTTTTTT
33	economist_daily_chart_85	B	101	269.765	230.19	31	10	0.0891	0.2673	0.0	0.4158	0.1188	9	0	14	8	MAATAZZMATTAAMMZTTTTTTTTAMZZMZTAAAAMTTTTTTZTZTAMMZMZAAAAZMZZZZATTAZZMAAAAZTTZAAAAAAATAAAAAAAAATTZAAAA
33	economist_daily_chart_392	B	101	227.326	175.685	34	25	0.1881	0.297	0.0	0.4653	0.0594	13	0	16	5	MTAAAZZZTZAAAATTATTTZAZMMATTAATTTMAAAAAAAAAAAAZATZZTTAAAAAAZTTAZTTZTZTTAATTTZTAMAZTZTAAAATAAAMAZTAZAA
33	economist_daily_chart_35	C	101	333.52	239.746	42	-1	0.0	0.0891	0.0396	0.3861	0.3465	7	3	17	15	MMMATAAMZMAMMMMAZTAMMZMTMMMAAAAAAAZMTAMATLZZLTTAAAAAAAAATTLMAZMMZZZZMAAAAMMMMMMAZLMMAAMAMMAAAMMZZAMAA
33	economist_daily_chart_165	C	101	261.986	213.072	49	70	0.0099	0.4158	0.1089	0.2079	0.1287	15	8	17	9	MALATTTAMMMATTTZAZLTTTAZATLAMAMMTTATTAMMAATTATZTTTTTTTMALTAMAZALZZTZTTLLLLTTZZATTLZZTTAAMLTZMZTTTTTTT
33	economist_daily_chart_85	C	101	269.765	230.19	31	-1	0.0	0.2673	0.0	0.4158	0.1188	9	0	14	8	MAATAZZMATTAAMMZTTTTTTTTAMZZMZTAAAAMTTTTTTZTZTAMMZMZAAAAZMZZZZATTAZZMAAAAZTTZAAAAAAATAAAAAAAAATTZAAAA
33	economist_daily_chart_392	C	101	227.326	175.685	34	48	0.0099	0.297	0.0	0.4653	0.0594	13	0	16	5	MTAAAZZZTZAAAATTATTTZAZMMATTAATTTMAAAAAAAAAAAAZATZZTTAAAAAAZTTAZTTZTZTTAATTTZTAMAZTZTAAAATAAAMAZTAZAA
0	economist_daily_chart_35	A	101	333.94	266.133	39	7	0.0396	0.1881	0.0396	0.3267	0.2079	8	3	16	12	MAAMZAATAATTAAMZMTZZTTTZTTLLZAAMAMAAMZZMMZZZZZZMAAMMAAAAZZLTTTZZMZZAATMMMMAMAAAAMTTALMMAZTTTAAZTZAAZA
0	economist_daily_chart_165	A	101	188.368	174.631	30	2	0.2475	0.5545	0.0693	0.1386	0.0693	10	6	8	6	MLTTTTZZZZTTTTTTTTTTZTTTZTTTTTTTTTTTTLAAMAAATATTTMTTTTTTTZTZZZZMMTTTTMTTAZTTTTZAALTZMZAAALTALATTZTLLZ
0	economist_daily_chart_85	A	101	261.516	205.636	34	65	0.0198	0.2673	0.0	0.4059	0.1881	9	0	16	9	MAAAAAMAAAZTATTMTAAAAZZAATATAAATAMMAZMZAAAATTTTTZTTTTAAAZMMMAAATTTTTTTTTAZAAMZZZAZTTAAAAMZZAMMMMMMMMA
0	economist_daily_chart_392	A	101	228.677	181.846	31	8	0.3168	0.3762	0.0	0.4158	0.0693	12	0	14	5	MAAAAAAATTTTTAAAZAATTZAAAAAATTTAAAAATTMZMATTZATATZTZAAAZZTTTTZATTAMTTTTZZTTTTAAAMMATTTZTTAATTMAAAAAZZ
0	economist_daily_chart_35	B	101	333.94	266.133	39	16	0.0297	0.1881	0.0396	0.3267	0.2079	8	3	16	12	MAAMZAATAATTAAMZMTZZTTTZTTLLZAAMAMAAMZZMMZZZZZZMAAMMAAAAZZLTTTZZMZZAATMMMMAMAAAAMTTALMMAZTTTAAZTZAAZA
0	economist_daily_chart_165	B	101	188.368	174.631	30	72	0.0099	0.5545	0.0693	0.1386	0.0693	10	6	8	6	MLTTTTZZZZTTTTTTTTTTZTTTZTTTTTTTTTTTTLAAMAAATATTTMTTTTTTTZTZZZZMMTTTTMTTAZTTTTZAALTZMZAAALTALATTZTLLZ
0	economist_daily_chart_85	B	101	261.516	205.636	34	4	0.0297	0.2673	0.0	0.4059	0.1881	9	0	16	9	MAAAAAMAAAZTATTMTAAAAZZAATATAAATAMMAZMZAAAATTTTTZTTTTAAAZMMMAAATTTTTTTTTAZAAMZZZAZTTAAAAMZZAMMMMMMMMA
0	economist_daily_chart_392	B	101	228.677	181.846	31	12	0.099	0.3762	0.0	0.4158	0.0693	12	0	14	5	MAAAAAAATTTTTAAAZAATTZAAAAAATTTAAAAATTMZMATTZATATZTZAAAZZTTTTZATTAMTTTTZZTTTTAAAMMATTTZTTAATTMAAAAAZZ
0	economist_daily_chart_35	C	101	333.94	266.133	39	-1	0.0	0.1881	0.0396	0.3267	0.2079	8	3	16	12	MAAMZAATAATTAAMZMTZZTTTZTTLLZAAMAMAAMZZMMZZZZZZMAAMMAAAAZZLTTTZZMZZAATMMMMAMAAAAMTTALMMAZTTTAAZTZAAZA
0	economist_daily_chart_165	C	101	188.368	174.631	30	26	0.0495	0.5545	0.0693	0.1386	0.0693	10	6	8	6	MLTTTTZZZZTTTTTTTTTTZTTTZTTTTTTTTTTTTLAAMAAATATTTMTTTTTTTZTZZZZMMTTTTMTTAZTTTTZAALTZMZAAALTALATTZTLLZ
0	economist_daily_chart_85	C	101	261.516	205.636	34	-1	0.0	0.2673	0.0	0.4059	0.1881	9	0	16	9	MAAAAAMAAAZTATTMTAAAAZZAATATAAATAMMAZMZAAAATTTTTZTTTTAAAZMMMAAATTTTTTTTTAZAAMZZZAZTTAAAAMZZAMMMMMMMMA
0	economist_daily_chart_392	C	101	228.677	181.846	31	-1	0.0	0.3762	0.0	0.4158	0.0693	12	0	14	5	MAAAAAAATTTTTAAAZAATTZAAAAAATTTAAAAATTMZMATTZATATZTZAAAZZTTTTZATTAMTTTTZZTTTTAAAMMATTTZTTAATTMAAAAAZZ
34	economist_daily_chart_35	A	101	325.635	226.851	44	44	0.0099	0.2574	0.0297	0.2178	0.2475	13	3	10	18	MZATMZZZLAMMTMMAAAZATTMTTMMZZTZZZMATZMLMMAZAAATLZZMMTMATTTTZTAZMMTTMAMAAAAAAMZZZTTTTZZZZMTTTZMAAMMZTT
34	economist_daily_chart_165	A	101	273.416	229.037	43	2	0.1584	0.2673	0.0594	0.2673	0.1485	12	5	15	11	MMTTTZAAZZMTTTMMTTTTAMZTTTZZZZTZAAZMMTTZTZAZTMZALZZAAZAZAMAZZMAZTAAAAAATATTAMZZAAZLZAMMTZAMLLAATTLTTL
34	economist_daily_chart_85	A	101	285.721	238.59	28	17	0.0396	0.2871	0.0	0.4356	0.1089	10	0	13	5	MATTTTTTZZZMMZMMMTZTTTAZAAZTAAAAAAAATTAATAAAATTTAZMZMAATTZTTTTTTAAAMZZZZMAAAATTAAAATAAAAAAATAZMAAAAZZ
34	economist_daily_chart_392	A	101	177.558	162.461	17	3	0.3267	0.5644	0.0	0.2475	0.0198	8	0	7	2	MTZTAAAAAATTAAATTTTTATZAAAZTZAAAAAATTTTTZTTZTTTTTTTTTTTTZTTZTTTZTZTTTZMAAAAATTTTTTTZTAZTTTTZTZTTTTZZT
34	economist_daily_chart_35	B	101	325.635	226.851	44	75	0.0099	0.2574	0.0297	0.2178	0.2475	13	3	10	18	MZATMZZZLAMMTMMAAAZATTMTTMMZZTZZZMATZMLMMAZAAATLZZMMTMATTTTZTAZMMTTMAMAAAAAAMZZZTTTTZZZZMTTTZMAAMMZTT
34	economist_daily_chart_165	B	101	273.416	229.037	43	93	0.0099	0.2673	0.0594	0.2673	0.1485	12	5	15	11	MMTTTZAAZZMTTTMMTTTTAMZTTTZZZZTZAAZMMTTZTZAZTMZALZZAAZAZAMAZZMAZTAAAAAATATTAMZZAAZLZAMMTZAMLLAATTLTTL
34	economist_daily_chart_85	B	101	285.721	238.59	28	19	0.0396	0.2871	0.0	0.4356	0.1089	10	0	13	5	MATTTTTTZZZMMZMMMTZTTTAZAAZTAAAAAAAATTAATAAAATTTAZMZMAATTZTTTTTTAAAMZZZZMAAAATTAAAATAAAAAAATAZMAAAAZZ
34	economist_daily_chart_392	B	101	177.558	162.461	17	23	0.0594	0.5644	0.0	0.2475	0.0198	8	0	7	2	MTZTAAAAAATTAAATTTTTATZAAAZTZAAAAAATTTTTZTTZTTTTTTTTTTTTZTTZTTTZTZTTTZMAAAAATTTTTTTZTAZTTTTZTZTTTTZZT
34	economist_daily_chart_35	C	101	325.635	226.851	44	-1	0.0	0.2574	0.0297	0.2178	0.2475	13	3	10	18	MZATMZZZLAMMTMMAAAZATTMTTMMZZTZZZMATZMLMMAZAAATLZZMMTMATTTTZTAZMMTTMAMAAAAAAMZZZTTTTZZZZMTTTZMAAMMZTT
34	economist_daily_chart_165	C	101	273.416	229.037	43	-1	0.0	0.2673	0.0594	0.2673	0.1485	12	5	15	11	MMTTTZAAZZMTTTMMTTTTAMZTTTZZZZTZAAZMMTTZTZAZTMZALZZAAZAZAMAZZMAZTAAAAAATATTAMZZAAZLZAMMTZAMLLAATTLTTL
34	economist_daily_chart_85	C	101	285.721	238.59	28	-1	0.0	0.2871	0.0	0.4356	0.1089	10	0	13	5	MATTTTTTZZZMMZMMMTZTTTAZAAZTAAAAAAAATTAATAAAATTTAZMZMAATTZTTTTTTAAAMZZZZMAAAATTAAAATAAAAAAATAZMAAAAZZ
34	economist_daily_chart_392	C	101	177.558	162.461	17	45	0.0099	0.5644	0.0	0.2475	0.0198	8	0	7	2	MTZTAAAAAATTAAATTTTTATZAAAZTZAAAAAATTTTTZTTZTTTTTTTTTTTTZTTZTTTZTZTTTZMAAAAATTTTTTTZTAZTTTTZTZTTTTZZT
43	economist_daily_chart_35	A	101	325.767	239.053	44	2	0.0396	0.1287	0.0297	0.3168	0.3168	9	3	17	15	MAAMZZTZZLZMMMAMMTMMMMMAZATMAAAMAAATTZAZZMMMMAAMZMATZZAMMMAAZAMAATAZZMZZMMZATTAAMMMAZZAAAATTTLAMLMATZ
43	economist_daily_chart_165	A	101	253.335	204.262	38	1	0.2079	0.3564	0.099	0.2574	0.0891	9	8	13	8	MTTZZAAAMAZZLLZTTTTAAAMZAZMZATLAMMALTTTTTZZZAZZZTTLATTZMAAAALAAAMAAAALLTTTZLZZTTTTZTMAALTTTTTTTTTTTTZ
43	economist_daily_chart_85	A	101	224.008	213.832	26	24	0.0594	0.4455	0.0	0.3465	0.1089	8	0	11	7	MMAAATAZAAAAZAAAAATAMMATTTTTTTTTTTAAAMZMAAAAATTTTTTTAMZZAATMMAAAAMTZTATTZTTTTAAAAZZMTTTTTTTZTTTTTTTTT
43	economist_daily_chart_392	A	101	157.879	153.691	21	2	0.3564	0.5446	0.0	0.2277	0.0495	9	0	9	3	MATATTTTTTTTTTZZTTTTTTTTTTZZTAAZTTTTTTTATTAATZAAAZTTMMMAAAZTTTTTTTZZTTAAAAAAATTTTZTZZZZZMAZAAZTTTTTTT
43	economist_daily_chart_35	B	101	325.767	239.053	44	47	0.0198	0.1287	0.0297	0.3168	0.3168	9	3	17	15	MAAMZZTZZLZMMMAMMTMMMMMAZATMAAAMAAATTZAZZMMMMAAMZMATZZAMMMAAZAMAATAZZMZZMMZATTAAMMMAZZAAAATTTLAMLMATZ
43	economist_daily_chart_165	B	101	253.335	204.262	38	33	0.0099	0.3564	0.099	0.2574	0.0891	9	8	13	8	MTTZZAAAMAZZLLZTTTTAAAMZAZMZATLAMMALTTTTTZZZAZZZTTLATTZMAAAALAAAMAAAALLTTTZLZZTTTTZTMAALTTTTTTTTTTTTZ
43	economist_daily_chart_85	B	101	224.008	213.832	26	2	0.0594	0.4455	0.0	0.3465	0.1089	8	0	11	7	MMAAATAZAAAAZAAAAATAMMATTTTTTTTTTTAAAMZMAAAAATTTTTTTAMZZAATMMAAAAMTZTATTZTTTTAAAAZZMTTTTTTTZTTTTTTTTT
43	economist_daily_chart_392	B	101	157.879	153.691	21	29	0.0198	0.5446	0.0	0.2277	0.0495	9	0	9	3	MATATTTTTTTTTTZZTTTTTTTTTTZZTAAZTTTTTTTATTAATZAAAZTTMMMAAAZTTTTTTTZZTTAAAAAAATTTTZTZZZZZMAZAAZTTTTTTT
43	economist_daily_chart_35	C	101	325.767	239.053	44	-1	0.0	0.1287	0.0297	0.3168	0.3168	9	3	17	15	MAAMZZTZZLZMMMAMMTMMMMMAZATMAAAMAAATTZAZZMMMMAAMZMATZZAMMMAAZAMAATAZZMZZMMZATTAAMMMAZZAAAATTTLAMLMATZ
43	economist_daily_chart_165	C	101	253.335	204.262	38	60	0.0099	0.3564	0.099	0.2574	0.0891	9	8	13	8	MTTZZAAAMAZZLLZTTTTAAAMZAZMZATLAMMALTTTTTZZZAZZZTTLATTZMAAAALAAAMAAAALLTTTZLZZTTTTZTMAALTTTTTTTTTTTTZ
43	economist_daily_chart_85	C	101	224.008	213.832	26	-1	0.0	0.4455	0.0	0.3465	0.1089	8	0	11	7	MMAAATAZAAAAZAAAAATAMMATTTTTTTTTTTAAAMZMAAAAATTTTTTTAMZZAATMMAAAAMTZTATTZTTTTAAAAZZMTTTTTTTZTTTTTTTTT
43	economist_daily_chart_392	C	101	157.879	153.691	21	-1	0.0	0.5446	0.0	0.2277	0.0495	9	0	9	3	MATATTTTTTTTTTZZTTTTTTTTTTZZTAAZTTTTTTTATTAATZAAAZTTMMMAAAZTTTTTTTZZTTAAAAAAATTTTZTZZZZZMAZAAZTTTTTTT
5	economist_daily_chart_35	A	101	274.917	237.443	36	31	0.0495	0.2277	0.0396	0.2574	0.2772	9	4	12	11	MMZMZMMMMZTTZTTLZAAAMMMMMMZZZMATTTTATTZAAATTLMMMMLMAAAAMTTTTTZZTAAAAZZMAMMAMZATMMAAZZMAZZAAATTZMTAZTL
5	economist_daily_chart_165	A	101	168.873	154.251	22	3	0.2178	0.6238	0.0693	0.0891	0.0495	7	6	5	4	MMLTLMAATLAAZTTMTTTTTTTTTTTZTTTTTTTZZTTTZTZTTTTTTZZTTTZTTTZZTALTTTTTTTTTZTTTTTTLZMAAALLTTATTTTTZTZTZZ
5	economist_daily_chart_85	A	101	224.265	231.15	27	11	0.0396	0.5446	0.0	0.2772	0.0693	11	0	13	3	MMMTTATTZZTTTAAAATAAAATTZTTTTTAAZTTTTTZTTTTTTTTTTZTATATTTTTTTTTTTZTTTATTTTTZAATAAZZATTATAAAMMAAAMZMAA
5	economist_daily_chart_392	A	101	223.815	166.466	32	1	0.1485	0.297	0.0	0.4455	0.0891	9	0	14	9	MTTTAAZMTAAZMTTAATZZTTTTAAZATTTZAAAZAMAZAAAAZZZAZZZAAAAMAAAAAAAATAZAAAAATTTZTAMAMAAAMZAMATTTTTATTTTTT
5	economist_daily_chart_35	B	101	274.917	237.443	36	7	0.0495	0.2277	0.0396	0.2574	0.2772	9	4	12	11	MMZMZMMMMZTTZTTLZAAAMMMMMMZZZMATTTTATTZAAATTLMMMMLMAAAAMTTTTTZZTAAAAZZMAMMAMZATMMAAZZMAZZAAATTZMTAZTL
5	economist_daily_chart_165	B	101	168.873	154.251	22	6	0.0198	0.6238	0.0693	0.0891	0.0495	7	6	5	4	MMLTLMAATLAAZTTMTTTTTTTTTTTZTTTTTTTZZTTTZTZTTTTTTZZTTTZTTTZZTALTTTTTTTTTZTTTTTTLZMAAALLTTATTTTTZTZTZZ
5	economist_daily_chart_85	B	101	224.265	231.15	27	50	0.0693	0.5446	0.0	0.2772	0.0693	11	0	13	3	MMMTTATTZZTTTAAAATAAAATTZTTTTTAAZTTTTTZTTTTTTTTTTZTATATTTTTTTTTTTZTTTATTTTTZAATAAZZATTATAAAMMAAAMZMAA
5	economist_daily_chart_392	B	101	223.815	166.466	32	56	0.0198	0.297	0.0	0.4455	0.0891	9	0	14	9	MTTTAAZMTAAZMTTAATZZTTTTAAZATTTZAAAZAMAZAAAAZZZAZZZAAAAMAAAAAAAATAZAAAAATTTZTAMAMAAAMZAMATTTTTATTTTTT
5	economist_daily_chart_35	C	101	274.917	237.443	36	-1	0.0	0.2277	0.0396	0.2574	0.2772	9	4	12	11	MMZMZMMMMZTTZTTLZAAAMMMMMMZZZMATTTTATTZAAATTLMMMMLMAAAAMTTTTTZZTAAAAZZMAMMAMZATMMAAZZMAZZAAATTZMTAZTL
